regime,method,malicious_fraction,n_seeds,accuracy_pct_mean,accuracy_pct_sd,accuracy_pct_ci95_halfwidth,macro_precision_pct_mean,macro_precision_pct_sd,macro_precision_pct_ci95_halfwidth,macro_recall_pct_mean,macro_recall_pct_sd,macro_recall_pct_ci95_halfwidth,macro_f1_pct_mean,macro_f1_pct_sd,macro_f1_pct_ci95_halfwidth,auc_pct_mean,auc_pct_sd,auc_pct_ci95_halfwidth,mb_per_round_mean,mb_per_round_sd,mb_per_round_ci95_halfwidth,round_time_s_mean,round_time_s_sd,round_time_s_ci95_halfwidth,policy_block_pct_mean,policy_block_pct_sd,policy_block_pct_ci95_halfwidth,false_block_pct_mean,false_block_pct_sd,false_block_pct_ci95_halfwidth
TON_IoT-calibrated,BC-FL,0.1,10,94.54444444444444,0.47955454867798963,0.3430288246895605,94.4001682499961,0.48300788006794315,0.3454990175200215,93.71253182025518,0.5984219651638015,0.4280555443472485,94.04144037310378,0.527531085051413,0.3773467869114184,97.4541096983221,0.646490427996428,0.4624392622278636,4.99,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,TrustAgent-IIoT,0.1,10,96.92222222222222,0.4027085934621799,0.2880603591156342,96.62860298066087,0.4843435921718513,0.3464544620140636,96.53183514565951,0.4633218057858655,0.3314174267138275,96.57593549941802,0.4694247541913597,0.33578290969057933,98.75849294795576,0.2968088322388747,0.2123094967216086,1.4600000000000002,2.340555645717801e-16,1.674216321134736e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,FedAvg,0.2,10,85.20000000000002,0.9721604918674022,0.6953934059310192,85.59483287207169,1.0624922507496546,0.760008364056099,82.97734298656206,1.0626299123067746,0.7601068343599967,84.12656943236979,0.9840595044736187,0.7039048554012182,93.20727111830044,0.42727049322967997,0.3056296630303091,8.569999999999999,1.8724445165742407e-15,1.3393730569077889e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,FedProx,0.2,10,87.40833333333333,0.937341664727152,0.6704872479477092,86.28723092307429,1.0567013269403556,0.7558660745216826,86.59867229297274,0.862553015342318,0.6169903880611277,86.41550493724466,0.9604857840564538,0.6870424032973799,94.63961399372741,0.6055632300739717,0.43316374260266194,8.379999999999999,1.8724445165742407e-15,1.3393730569077889e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,BC-FL,0.2,10,90.98611111111111,0.4922670185562893,0.3521221460088474,90.51842200699843,0.500622257278586,0.3580987084808565,89.86627923968149,0.4923939657662354,0.3522129522629961,90.17246043856173,0.47268443660671067,0.3381145840139313,95.72886120854255,0.530994061890498,0.3798238792011553,4.99,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,TrustAgent-IIoT,0.2,10,95.60833333333333,0.3551140198277001,0.254015617593645,95.17104876082976,0.4475352574443155,0.3201251949157239,95.19080981296615,0.4192590415560897,0.2998990139118201,95.17474381420202,0.4269323432527878,0.3053877819148825,98.22796462931477,0.2791968875944931,0.19971154579295106,1.4600000000000002,2.340555645717801e-16,1.674216321134736e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,FedAvg,0.3,10,78.12222222222222,0.9489001647348067,0.6787551263021743,78.23363438934835,1.1212056720433055,0.8020064974392273,75.07414988806215,1.3119192393394812,0.9384252865473852,76.3919489509873,1.2399700017831814,0.886959478404629,89.8518168984447,0.726006593789472,0.5193177486711724,8.569999999999999,1.8724445165742407e-15,1.3393730569077889e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,FedProx,0.3,10,81.7,0.8418087522167035,0.6021518671490704,80.21200082621348,1.2468832957757074,0.8919046074197265,80.7136082539569,1.0629226930373106,0.7603162625265406,80.42788282000825,1.1390543149983687,0.8147737603753362,91.67955138215305,0.8656313865871439,0.6191923691975424,8.379999999999999,1.8724445165742407e-15,1.3393730569077889e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,BC-FL,0.3,10,85.57777777777778,0.7003820239154234,0.5009883091709068,84.76626100702462,0.8264337883822812,0.5911540447150937,84.15035512845341,0.7890800918746302,0.5644346764051624,84.4317433704484,0.798137386531884,0.570913424546974,93.22432502140775,0.7213064712450545,0.5159557171426361,4.99,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,TrustAgent-IIoT,0.3,10,92.875,0.43137615945541125,0.308566475670003,92.08192467218389,0.5549203720712308,0.39693854130389294,92.32080735846225,0.5296264155524774,0.3788455919193111,92.19343656156147,0.5389686145968868,0.3855281342224841,97.17338346306585,0.41324469016796017,0.295596905020084,1.4600000000000002,2.340555645717801e-16,1.674216321134736e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
